timestamp,load_mw
2023-03-02 04:30:00,84.888
2023-03-02 04:45:00,86.46
2023-03-02 05:00:00,88.055
2023-03-02 05:15:00,89.665
2023-03-02 05:30:00,91.284
2023-03-02 05:45:00,92.905
2023-03-02 06:00:00,94.52
2023-03-02 06:15:00,96.122
2023-03-02 06:30:00,97.705
2023-03-02 06:45:00,99.261
2023-03-02 07:00:00,100.783
2023-03-02 07:15:00,102.266
2023-03-02 07:30:00,103.701
2023-03-02 07:45:00,105.084
2023-03-02 08:00:00,106.408
2023-03-02 08:15:00,107.666
2023-03-02 08:30:00,108.854
2023-03-02 08:45:00,109.966
2023-03-02 09:00:00,110.998
2023-03-02 09:15:00,111.943
2023-03-02 09:30:00,112.8
2023-03-02 09:45:00,113.563
2023-03-02 10:00:00,114.228
2023-03-02 10:15:00,114.794
2023-03-02 10:30:00,115.257
2023-03-02 10:45:00,115.616
2023-03-02 11:00:00,115.868
2023-03-02 11:15:00,116.012
2023-03-02 11:30:00,116.047
2023-03-02 11:45:00,115.974
2023-03-02 12:00:00,115.791
2023-03-02 12:15:00,115.5
2023-03-02 12:30:00,115.103
2023-03-02 12:45:00,114.599
2023-03-02 13:00:00,113.991
2023-03-02 13:15:00,113.283
2023-03-02 13:30:00,112.475
2023-03-02 13:45:00,111.573
2023-03-02 14:00:00,110.579
2023-03-02 14:15:00,109.497
2023-03-02 14:30:00,108.332
2023-03-02 14:45:00,107.089
2023-03-02 15:00:00,105.773
2023-03-02 15:15:00,104.389
2023-03-02 15:30:00,102.943
2023-03-02 15:45:00,101.441
2023-03-02 16:00:00,99.889
2023-03-02 16:15:00,98.294
2023-03-02 16:30:00,96.662
2023-03-02 16:45:00,95.001
2023-03-02 17:00:00,93.316
2023-03-02 17:15:00,91.616
2023-03-02 17:30:00,89.906
2023-03-02 17:45:00,88.196
2023-03-02 18:00:00,86.49
2023-03-02 18:15:00,84.797
2023-03-02 18:30:00,83.124
2023-03-02 18:45:00,81.478
2023-03-02 19:00:00,79.865
2023-03-02 19:15:00,78.292
2023-03-02 19:30:00,76.766
2023-03-02 19:45:00,75.293
2023-03-02 20:00:00,73.88
2023-03-02 20:15:00,72.532
2023-03-02 20:30:00,71.255
2023-03-02 20:45:00,70.053
2023-03-02 21:00:00,68.933
2023-03-02 21:15:00,67.899
2023-03-02 21:30:00,66.955
2023-03-02 21:45:00,66.104
2023-03-02 22:00:00,65.351
2023-03-02 22:15:00,64.699
2023-03-02 22:30:00,64.15
2023-03-02 22:45:00,63.705
2023-03-02 23:00:00,63.368
2023-03-02 23:15:00,63.14
2023-03-02 23:30:00,63.02
2023-03-02 23:45:00,63.01
2023-03-03 00:00:00,63.11
2023-03-03 00:15:00,63.318
2023-03-03 00:30:00,63.634
2023-03-03 00:45:00,64.057
2023-03-03 01:00:00,64.584
2023-03-03 01:15:00,65.213
2023-03-03 01:30:00,65.941
2023-03-03 01:45:00,66.765
2023-03-03 02:00:00,67.681
2023-03-03 02:15:00,68.685
2023-03-03 02:30:00,69.773
2023-03-03 02:45:00,70.94
2023-03-03 03:00:00,72.181
2023-03-03 03:15:00,73.49
2023-03-03 03:30:00,74.862
2023-03-03 03:45:00,76.29
2023-03-03 04:00:00,77.768
2023-03-03 04:15:00,79.291
2023-03-03 04:30:00,80.851
2023-03-03 04:45:00,82.441
2023-03-03 05:00:00,84.054
2023-03-03 05:15:00,85.684
2023-03-03 05:30:00,87.323
2023-03-03 05:45:00,88.965
2023-03-03 06:00:00,90.601
2023-03-03 06:15:00,92.225
2023-03-03 06:30:00,93.83
2023-03-03 06:45:00,95.408
2023-03-03 07:00:00,96.954
2023-03-03 07:15:00,98.459
2023-03-03 07:30:00,99.918
2023-03-03 07:45:00,101.324
2023-03-03 08:00:00,102.671
2023-03-03 08:15:00,103.953
2023-03-03 08:30:00,105.165
2023-03-03 08:45:00,106.301
2023-03-03 09:00:00,107.355
2023-03-03 09:15:00,108.324
2023-03-03 09:30:00,109.204
2023-03-03 09:45:00,109.989
2023-03-03 10:00:00,110.678
2023-03-03 10:15:00,111.266
2023-03-03 10:30:00,111.751
2023-03-03 10:45:00,112.131
2023-03-03 11:00:00,112.404
2023-03-03 11:15:00,112.569
2023-03-03 11:30:00,112.625
2023-03-03 11:45:00,112.571
2023-03-03 12:00:00,112.408
2023-03-03 12:15:00,112.136
2023-03-03 12:30:00,111.757
2023-03-03 12:45:00,111.271
2023-03-03 13:00:00,110.681
2023-03-03 13:15:00,109.99
2023-03-03 13:30:00,109.199
2023-03-03 13:45:00,108.313
2023-03-03 14:00:00,107.334
2023-03-03 14:15:00,106.268
2023-03-03 14:30:00,105.118
2023-03-03 14:45:00,103.89
2023-03-03 15:00:00,102.587
2023-03-03 15:15:00,101.217
2023-03-03 15:30:00,99.785
2023-03-03 15:45:00,98.296
2023-03-03 16:00:00,96.757
2023-03-03 16:15:00,95.175
2023-03-03 16:30:00,93.556
2023-03-03 16:45:00,91.907
2023-03-03 17:00:00,90.235
2023-03-03 17:15:00,88.547
2023-03-03 17:30:00,86.85
2023-03-03 17:45:00,85.152
2023-03-03 18:00:00,83.459
2023-03-03 18:15:00,81.78
2023-03-03 18:30:00,80.12
2023-03-03 18:45:00,78.486
2023-03-03 19:00:00,76.887
2023-03-03 19:15:00,75.329
2023-03-03 19:30:00,73.817
2023-03-03 19:45:00,72.36
2023-03-03 20:00:00,70.962
2023-03-03 20:15:00,69.63
2023-03-03 20:30:00,68.37
2023-03-03 20:45:00,67.186
2023-03-03 21:00:00,66.084
2023-03-03 21:15:00,65.069
2023-03-03 21:30:00,64.144
2023-03-03 21:45:00,63.314
2023-03-03 22:00:00,62.583
2023-03-03 22:15:00,61.952
2023-03-03 22:30:00,61.426
2023-03-03 22:45:00,61.006
2023-03-03 23:00:00,60.694
2023-03-03 23:15:00,60.492
2023-03-03 23:30:00,60.399
2023-03-03 23:45:00,60.418
2023-03-04 00:00:00,60.546
2023-03-04 00:15:00,60.785
2023-03-04 00:30:00,61.132
2023-03-04 00:45:00,61.587
2023-03-04 01:00:00,62.147
2023-03-04 01:15:00,62.811
2023-03-04 01:30:00,63.574
2023-03-04 01:45:00,64.434
2023-03-04 02:00:00,65.388
2023-03-04 02:15:00,66.431
2023-03-04 02:30:00,67.558
2023-03-04 02:45:00,68.765
2023-03-04 03:00:00,70.047
2023-03-04 03:15:00,71.398
2023-03-04 03:30:00,72.813
2023-03-04 03:45:00,74.285
2023-03-04 04:00:00,75.808
2023-03-04 04:15:00,77.375
2023-03-04 04:30:00,78.981
2023-03-04 04:45:00,80.617
2023-03-04 05:00:00,82.278
2023-03-04 05:15:00,83.955
2023-03-04 05:30:00,85.642
2023-03-04 05:45:00,87.332
2023-03-04 06:00:00,89.017
2023-03-04 06:15:00,90.69
2023-03-04 06:30:00,92.345
2023-03-04 06:45:00,93.973
2023-03-04 07:00:00,95.568
2023-03-04 07:15:00,97.123
2023-03-04 07:30:00,98.632
2023-03-04 07:45:00,100.088
2023-03-04 08:00:00,101.484
2023-03-04 08:15:00,102.816
2023-03-04 08:30:00,104.077
2023-03-04 08:45:00,105.262
2023-03-04 09:00:00,106.365
2023-03-04 09:15:00,107.383
2023-03-04 09:30:00,108.31
2023-03-04 09:45:00,109.144
2023-03-04 10:00:00,109.879
2023-03-04 10:15:00,110.514
2023-03-04 10:30:00,111.045
2023-03-04 10:45:00,111.471
2023-03-04 11:00:00,111.789
2023-03-04 11:15:00,111.998
2023-03-04 11:30:00,112.098
2023-03-04 11:45:00,112.087
2023-03-04 12:00:00,111.967
2023-03-04 12:15:00,111.736
2023-03-04 12:30:00,111.398
2023-03-04 12:45:00,110.953
2023-03-04 13:00:00,110.402
2023-03-04 13:15:00,109.749
2023-03-04 13:30:00,108.996
2023-03-04 13:45:00,108.147
2023-03-04 14:00:00,107.205
2023-03-04 14:15:00,106.175
2023-03-04 14:30:00,105.06
2023-03-04 14:45:00,103.866
2023-03-04 15:00:00,102.597
2023-03-04 15:15:00,101.26
2023-03-04 15:30:00,99.86
2023-03-04 15:45:00,98.403
2023-03-04 16:00:00,96.896
2023-03-04 16:15:00,95.344
2023-03-04 16:30:00,93.756
2023-03-04 16:45:00,92.137
2023-03-04 17:00:00,90.494
2023-03-04 17:15:00,88.835
2023-03-04 17:30:00,87.167
2023-03-04 17:45:00,85.498
2023-03-04 18:00:00,83.833
2023-03-04 18:15:00,82.182
2023-03-04 18:30:00,80.55
2023-03-04 18:45:00,78.945
2023-03-04 19:00:00,77.373
2023-03-04 19:15:00,75.843
2023-03-04 19:30:00,74.36
2023-03-04 19:45:00,72.93
2023-03-04 20:00:00,71.561
2023-03-04 20:15:00,70.257
2023-03-04 20:30:00,69.026
2023-03-04 20:45:00,67.871
2023-03-04 21:00:00,66.799
2023-03-04 21:15:00,65.813
2023-03-04 21:30:00,64.919
2023-03-04 21:45:00,64.12
2023-03-04 22:00:00,63.42
2023-03-04 22:15:00,62.822
2023-03-04 22:30:00,62.328
2023-03-04 22:45:00,61.941
2023-03-04 23:00:00,61.663
2023-03-04 23:15:00,61.494
2023-03-04 23:30:00,61.437
2023-03-04 23:45:00,61.491
2023-03-05 00:00:00,61.656
2023-03-05 00:15:00,61.931
2023-03-05 00:30:00,62.317
2023-03-05 00:45:00,62.81
2023-03-05 01:00:00,63.409
2023-03-05 01:15:00,64.113
2023-03-05 01:30:00,64.917
2023-03-05 01:45:00,65.818
2023-03-05 02:00:00,66.814
2023-03-05 02:15:00,67.9
2023-03-05 02:30:00,69.07
2023-03-05 02:45:00,70.321
2023-03-05 03:00:00,71.648
2023-03-05 03:15:00,73.044
2023-03-05 03:30:00,74.505
2023-03-05 03:45:00,76.023
2023-03-05 04:00:00,77.592
2023-03-05 04:15:00,79.207
2023-03-05 04:30:00,80.86
2023-03-05 04:45:00,82.544
2023-03-05 05:00:00,84.253
2023-03-05 05:15:00,85.979
2023-03-05 05:30:00,87.714
2023-03-05 05:45:00,89.453
2023-03-05 06:00:00,91.186
2023-03-05 06:15:00,92.908
2023-03-05 06:30:00,94.611
2023-03-05 06:45:00,96.288
2023-03-05 07:00:00,97.932
2023-03-05 07:15:00,99.535
2023-03-05 07:30:00,101.092
2023-03-05 07:45:00,102.596
2023-03-05 08:00:00,104.04
2023-03-05 08:15:00,105.419
2023-03-05 08:30:00,106.726
2023-03-05 08:45:00,107.957
2023-03-05 09:00:00,109.106
2023-03-05 09:15:00,110.168
2023-03-05 09:30:00,111.14
2023-03-05 09:45:00,112.017
2023-03-05 10:00:00,112.795
2023-03-05 10:15:00,113.472
2023-03-05 10:30:00,114.045
2023-03-05 10:45:00,114.51
2023-03-05 11:00:00,114.868
2023-03-05 11:15:00,115.115
2023-03-05 11:30:00,115.252
2023-03-05 11:45:00,115.278
2023-03-05 12:00:00,115.193
2023-03-05 12:15:00,114.997
2023-03-05 12:30:00,114.692
2023-03-05 12:45:00,114.279
2023-03-05 13:00:00,113.76
2023-03-05 13:15:00,113.137
2023-03-05 13:30:00,112.414
2023-03-05 13:45:00,111.593
2023-03-05 14:00:00,110.678
2023-03-05 14:15:00,109.673
2023-03-05 14:30:00,108.583
2023-03-05 14:45:00,107.413
2023-03-05 15:00:00,106.167
2023-03-05 15:15:00,104.852
2023-03-05 15:30:00,103.473
2023-03-05 15:45:00,102.037
2023-03-05 16:00:00,100.548
2023-03-05 16:15:00,99.015
2023-03-05 16:30:00,97.444
2023-03-05 16:45:00,95.842
2023-03-05 17:00:00,94.215
2023-03-05 17:15:00,92.572
2023-03-05 17:30:00,90.918
2023-03-05 17:45:00,89.263
2023-03-05 18:00:00,87.612
2023-03-05 18:15:00,85.973
2023-03-05 18:30:00,84.354
2023-03-05 18:45:00,82.761
2023-03-05 19:00:00,81.201
2023-03-05 19:15:00,79.682
2023-03-05 19:30:00,78.21
2023-03-05 19:45:00,76.791
2023-03-05 20:00:00,75.432
2023-03-05 20:15:00,74.14
2023-03-05 20:30:00,72.918
2023-03-05 20:45:00,71.774
2023-03-05 21:00:00,70.713
2023-03-05 21:15:00,69.738
2023-03-05 21:30:00,68.854
2023-03-05 21:45:00,68.066
2023-03-05 22:00:00,67.377
2023-03-05 22:15:00,66.79
2023-03-05 22:30:00,66.308
2023-03-05 22:45:00,65.932
2023-03-05 23:00:00,65.666
2023-03-05 23:15:00,65.511
2023-03-05 23:30:00,65.466
2023-03-05 23:45:00,65.533
2023-03-06 00:00:00,65.712
2023-03-06 00:15:00,66.002
2023-03-06 00:30:00,66.402
2023-03-06 00:45:00,66.91
2023-03-06 01:00:00,67.525
2023-03-06 01:15:00,68.245
2023-03-06 01:30:00,69.065
2023-03-06 01:45:00,69.984
2023-03-06 02:00:00,70.997
2023-03-06 02:15:00,72.1
2023-03-06 02:30:00,73.289
2023-03-06 02:45:00,74.559
2023-03-06 03:00:00,75.905
2023-03-06 03:15:00,77.321
2023-03-06 03:30:00,78.801
2023-03-06 03:45:00,80.339
2023-03-06 04:00:00,81.929
2023-03-06 04:15:00,83.564
2023-03-06 04:30:00,85.238
2023-03-06 04:45:00,86.943
2023-03-06 05:00:00,88.673
2023-03-06 05:15:00,90.42
2023-03-06 05:30:00,92.177
2023-03-06 05:45:00,93.936
2023-03-06 06:00:00,95.691
2023-03-06 06:15:00,97.434
2023-03-06 06:30:00,99.158
2023-03-06 06:45:00,100.855
2023-03-06 07:00:00,102.519
2023-03-06 07:15:00,104.142
2023-03-06 07:30:00,105.719
2023-03-06 07:45:00,107.242
2023-03-06 08:00:00,108.704
2023-03-06 08:15:00,110.101
2023-03-06 08:30:00,111.426
2023-03-06 08:45:00,112.674
2023-03-06 09:00:00,113.839
2023-03-06 09:15:00,114.917
2023-03-06 09:30:00,115.903
2023-03-06 09:45:00,116.794
2023-03-06 10:00:00,117.585
2023-03-06 10:15:00,118.274
2023-03-06 10:30:00,118.857
2023-03-06 10:45:00,119.333
2023-03-06 11:00:00,119.699
2023-03-06 11:15:00,119.955
2023-03-06 11:30:00,120.098
2023-03-06 11:45:00,120.13
2023-03-06 12:00:00,120.049
2023-03-06 12:15:00,119.857
2023-03-06 12:30:00,119.554
2023-03-06 12:45:00,119.142
2023-03-06 13:00:00,118.623
2023-03-06 13:15:00,117.999
2023-03-06 13:30:00,117.273
2023-03-06 13:45:00,116.448
2023-03-06 14:00:00,115.528
2023-03-06 14:15:00,114.518
2023-03-06 14:30:00,113.421
2023-03-06 14:45:00,112.242
2023-03-06 15:00:00,110.987
2023-03-06 15:15:00,109.661
2023-03-06 15:30:00,108.271
2023-03-06 15:45:00,106.821
2023-03-06 16:00:00,105.319
2023-03-06 16:15:00,103.771
2023-03-06 16:30:00,102.184
2023-03-06 16:45:00,100.565
2023-03-06 17:00:00,98.921
2023-03-06 17:15:00,97.26
2023-03-06 17:30:00,95.587
2023-03-06 17:45:00,93.912
2023-03-06 18:00:00,92.24
2023-03-06 18:15:00,90.58
2023-03-06 18:30:00,88.939
2023-03-06 18:45:00,87.323
2023-03-06 19:00:00,85.741
2023-03-06 19:15:00,84.199
2023-03-06 19:30:00,82.703
2023-03-06 19:45:00,81.26
2023-03-06 20:00:00,79.877
2023-03-06 20:15:00,78.56
2023-03-06 20:30:00,77.314
2023-03-06 20:45:00,76.146
2023-03-06 21:00:00,75.059
2023-03-06 21:15:00,74.059
2023-03-06 21:30:00,73.151
2023-03-06 21:45:00,72.338
2023-03-06 22:00:00,71.624
2023-03-06 22:15:00,71.013
2023-03-06 22:30:00,70.507
2023-03-06 22:45:00,70.108
2023-03-06 23:00:00,69.818
2023-03-06 23:15:00,69.639
2023-03-06 23:30:00,69.572
2023-03-06 23:45:00,69.616
2023-03-07 00:00:00,69.773
2023-03-07 00:15:00,70.041
2023-03-07 00:30:00,70.419
2023-03-07 00:45:00,70.907
2023-03-07 01:00:00,71.502
2023-03-07 01:15:00,72.201
2023-03-07 01:30:00,73.002
2023-03-07 01:45:00,73.902
2023-03-07 02:00:00,74.896
2023-03-07 02:15:00,75.982
2023-03-07 02:30:00,77.153
2023-03-07 02:45:00,78.406
2023-03-07 03:00:00,79.735
2023-03-07 03:15:00,81.134
2023-03-07 03:30:00,82.599
2023-03-07 03:45:00,84.121
2023-03-07 04:00:00,85.696
2023-03-07 04:15:00,87.317
2023-03-07 04:30:00,88.976
2023-03-07 04:45:00,90.667
2023-03-07 05:00:00,92.383
2023-03-07 05:15:00,94.116
2023-03-07 05:30:00,95.859
2023-03-07 05:45:00,97.605
2023-03-07 06:00:00,99.346
2023-03-07 06:15:00,101.075
2023-03-07 06:30:00,102.785
2023-03-07 06:45:00,104.469
2023-03-07 07:00:00,106.119
2023-03-07 07:15:00,107.729
2023-03-07 07:30:00,109.291
2023-03-07 07:45:00,110.799
2023-03-07 08:00:00,112.247
2023-03-07 08:15:00,113.628
2023-03-07 08:30:00,114.937
2023-03-07 08:45:00,116.168
2023-03-07 09:00:00,117.317
2023-03-07 09:15:00,118.377
2023-03-07 09:30:00,119.345
2023-03-07 09:45:00,120.217
2023-03-07 10:00:00,120.989
2023-03-07 10:15:00,121.658
2023-03-07 10:30:00,122.22
2023-03-07 10:45:00,122.674
2023-03-07 11:00:00,123.018
2023-03-07 11:15:00,123.25
2023-03-07 11:30:00,123.369
2023-03-07 11:45:00,123.375
2023-03-07 12:00:00,123.268
2023-03-07 12:15:00,123.048
2023-03-07 12:30:00,122.717
2023-03-07 12:45:00,122.275
2023-03-07 13:00:00,121.726
2023-03-07 13:15:00,121.07
2023-03-07 13:30:00,120.311
2023-03-07 13:45:00,119.453
2023-03-07 14:00:00,118.499
2023-03-07 14:15:00,117.452
2023-03-07 14:30:00,116.319
2023-03-07 14:45:00,115.102
2023-03-07 15:00:00,113.809
2023-03-07 15:15:00,112.443
2023-03-07 15:30:00,111.012
2023-03-07 15:45:00,109.521
2023-03-07 16:00:00,107.977
2023-03-07 16:15:00,106.386
2023-03-07 16:30:00,104.755
2023-03-07 16:45:00,103.091
2023-03-07 17:00:00,101.402
2023-03-07 17:15:00,99.694
2023-03-07 17:30:00,97.975
2023-03-07 17:45:00,96.252
2023-03-07 18:00:00,94.533
2023-03-07 18:15:00,92.824
2023-03-07 18:30:00,91.134
2023-03-07 18:45:00,89.47
2023-03-07 19:00:00,87.838
2023-03-07 19:15:00,86.246
2023-03-07 19:30:00,84.7
2023-03-07 19:45:00,83.207
2023-03-07 20:00:00,81.774
2023-03-07 20:15:00,80.407
2023-03-07 20:30:00,79.11
2023-03-07 20:45:00,77.891
2023-03-07 21:00:00,76.755
2023-03-07 21:15:00,75.705
2023-03-07 21:30:00,74.747
2023-03-07 21:45:00,73.885
2023-03-07 22:00:00,73.122
2023-03-07 22:15:00,72.462
2023-03-07 22:30:00,71.907
2023-03-07 22:45:00,71.46
2023-03-07 23:00:00,71.123
2023-03-07 23:15:00,70.897
2023-03-07 23:30:00,70.784
2023-03-07 23:45:00,70.783
2023-03-08 00:00:00,70.894
2023-03-08 00:15:00,71.118
2023-03-08 00:30:00,71.453
2023-03-08 00:45:00,71.897
2023-03-08 01:00:00,72.45
2023-03-08 01:15:00,73.108
2023-03-08 01:30:00,73.868
2023-03-08 01:45:00,74.728
2023-03-08 02:00:00,75.683
2023-03-08 02:15:00,76.73
2023-03-08 02:30:00,77.863
2023-03-08 02:45:00,79.079
2023-03-08 03:00:00,80.372
2023-03-08 03:15:00,81.736
2023-03-08 03:30:00,83.165
2023-03-08 03:45:00,84.654
2023-03-08 04:00:00,86.195
2023-03-08 04:15:00,87.783
2023-03-08 04:30:00,89.41
2023-03-08 04:45:00,91.069
2023-03-08 05:00:00,92.754
2023-03-08 05:15:00,94.456
2023-03-08 05:30:00,96.169
2023-03-08 05:45:00,97.885
2023-03-08 06:00:00,99.597
2023-03-08 06:15:00,101.297
2023-03-08 06:30:00,102.979
2023-03-08 06:45:00,104.634
2023-03-08 07:00:00,106.256
2023-03-08 07:15:00,107.837
2023-03-08 07:30:00,109.371
2023-03-08 07:45:00,110.852
2023-03-08 08:00:00,112.271
2023-03-08 08:15:00,113.625
2023-03-08 08:30:00,114.906
2023-03-08 08:45:00,116.109
2023-03-08 09:00:00,117.229
2023-03-08 09:15:00,118.261
2023-03-08 09:30:00,119.2
2023-03-08 09:45:00,120.043
2023-03-08 10:00:00,120.785
2023-03-08 10:15:00,121.424
2023-03-08 10:30:00,121.956
2023-03-08 10:45:00,122.379
2023-03-08 11:00:00,122.691
2023-03-08 11:15:00,122.891
2023-03-08 11:30:00,122.978
2023-03-08 11:45:00,122.951
2023-03-08 12:00:00,122.81
2023-03-08 12:15:00,122.556
2023-03-08 12:30:00,122.19
2023-03-08 12:45:00,121.713
2023-03-08 13:00:00,121.127
2023-03-08 13:15:00,120.434
2023-03-08 13:30:00,119.637
2023-03-08 13:45:00,118.741
2023-03-08 14:00:00,117.747
2023-03-08 14:15:00,116.661
2023-03-08 14:30:00,115.486
2023-03-08 14:45:00,114.229
2023-03-08 15:00:00,112.893
2023-03-08 15:15:00,111.485
2023-03-08 15:30:00,110.011
2023-03-08 15:45:00,108.476
2023-03-08 16:00:00,106.887
2023-03-08 16:15:00,105.251
2023-03-08 16:30:00,103.575
2023-03-08 16:45:00,101.865
2023-03-08 17:00:00,100.13
2023-03-08 17:15:00,98.375
2023-03-08 17:30:00,96.609
2023-03-08 17:45:00,94.838
2023-03-08 18:00:00,93.071
2023-03-08 18:15:00,91.315
2023-03-08 18:30:00,89.577
2023-03-08 18:45:00,87.864
2023-03-08 19:00:00,86.184
2023-03-08 19:15:00,84.544
2023-03-08 19:30:00,82.95
2023-03-08 19:45:00,81.41
2023-03-08 20:00:00,79.929
2023-03-08 20:15:00,78.513
2023-03-08 20:30:00,77.17
2023-03-08 20:45:00,75.904
2023-03-08 21:00:00,74.721
2023-03-08 21:15:00,73.625
2023-03-08 21:30:00,72.622
2023-03-08 21:45:00,71.714
2023-03-08 22:00:00,70.907
2023-03-08 22:15:00,70.203
2023-03-08 22:30:00,69.605
2023-03-08 22:45:00,69.116
2023-03-08 23:00:00,68.737
2023-03-08 23:15:00,68.471
2023-03-08 23:30:00,68.317
2023-03-08 23:45:00,68.277
2023-03-09 00:00:00,68.351
2023-03-09 00:15:00,68.537
2023-03-09 00:30:00,68.836
2023-03-09 00:45:00,69.245
2023-03-09 01:00:00,69.764
2023-03-09 01:15:00,70.388
2023-03-09 01:30:00,71.117
2023-03-09 01:45:00,71.946
2023-03-09 02:00:00,72.871
2023-03-09 02:15:00,73.889
2023-03-09 02:30:00,74.995
2023-03-09 02:45:00,76.184
2023-03-09 03:00:00,77.451
2023-03-09 03:15:00,78.791
2023-03-09 03:30:00,80.196
2023-03-09 03:45:00,81.662
2023-03-09 04:00:00,83.182
2023-03-09 04:15:00,84.75
2023-03-09 04:30:00,86.357
2023-03-09 04:45:00,87.998
2023-03-09 05:00:00,89.664
2023-03-09 05:15:00,91.35
2023-03-09 05:30:00,93.047
2023-03-09 05:45:00,94.747
2023-03-09 06:00:00,96.445
2023-03-09 06:15:00,98.131
2023-03-09 06:30:00,99.799
2023-03-09 06:45:00,101.442
2023-03-09 07:00:00,103.051
2023-03-09 07:15:00,104.621
2023-03-09 07:30:00,106.144
2023-03-09 07:45:00,107.614
2023-03-09 08:00:00,109.023
2023-03-09 08:15:00,110.366
2023-03-09 08:30:00,111.638
2023-03-09 08:45:00,112.831
2023-03-09 09:00:00,113.942
2023-03-09 09:15:00,114.964
2023-03-09 09:30:00,115.894
2023-03-09 09:45:00,116.727
2023-03-09 10:00:00,117.46
2023-03-09 10:15:00,118.089
2023-03-09 10:30:00,118.612
2023-03-09 10:45:00,119.025
2023-03-09 11:00:00,119.327
2023-03-09 11:15:00,119.517
2023-03-09 11:30:00,119.593
2023-03-09 11:45:00,119.555
2023-03-09 12:00:00,119.403
2023-03-09 12:15:00,119.138
2023-03-09 12:30:00,118.76
2023-03-09 12:45:00,118.27
2023-03-09 13:00:00,117.671
2023-03-09 13:15:00,116.965
